line,branch_id,order,station_name,lat,lon
victoria,0,15,Brixton Underground Station,51.462618,-0.114888
victoria,1,0,Brixton Underground Station,51.462618,-0.114888
victoria,1,1,Stockwell Underground Station,51.472184,-0.122644
victoria,1,2,Vauxhall Underground Station,51.485743,-0.124204
victoria,1,3,Pimlico Underground Station,51.489097,-0.133761
victoria,1,4,Victoria Underground Station,51.496359,-0.143102
victoria,1,5,Green Park Underground Station,51.506947,-0.142787
victoria,1,6,Oxford Circus Underground Station,51.515224,-0.141903
victoria,1,7,Warren Street Underground Station,51.524951,-0.138321
victoria,1,8,Euston Underground Station,51.528055,-0.132182
victoria,1,9,King's Cross St. Pancras Underground Station,51.530663,-0.123194
victoria,1,10,Highbury & Islington Underground Station,51.54635,-0.103324
victoria,1,11,Finsbury Park Underground Station,51.564158,-0.106825
victoria,1,12,Seven Sisters Underground Station,51.58333,-0.072584
victoria,1,13,Tottenham Hale Underground Station,51.588108,-0.060241
victoria,1,14,Blackhorse Road Underground Station,51.586919,-0.04115
victoria,1,15,Walthamstow Central Underground Station,51.582965,-0.019885
waterloo-city,0,0,Bank Underground Station,51.513132,-0.090047
waterloo-city,0,1,Waterloo Underground Station,51.503299,-0.11478
waterloo-city,1,0,Waterloo Underground Station,51.503299,-0.11478
waterloo-city,1,1,Bank Underground Station,51.513132,-0.090047
